record_id;base_id;id;file_name;title;author;date;print_run;typography_name;production_method;original_language;text_language;is_translation;note;has_text;record_type;text_word_count;text_char_count_with_spaces;text_char_count_without_spaces;source
200;190;190a;lclc-n190a-LKP_CK_LSSZP_CK-5000-1936-09.txt;LKP CK un LSSZP CK uzsaukums darbaļaudīm solidarizēties ar Spānijas tautu cīņā pret fašismu;LKP CK un LSSZP CK;1936-09;5000;Kolomans Vallišs;rotator;Latvian;Latvian;False;;TRUE;text_variant;696;5163;4463;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 411–413.
201;190;190b;lclc-n190b-LKP_CK_LSSZP_CK-5000-1936-09.txt;LKP CK un LSSZP CK uzsaukums darbaļaudīm solidarizēties ar Spānijas tautu cīņā pret fašismu;LKP CK un LSSZP CK;1936-09;5000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text_variant;696;5163;4463;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 411–413.
202;191;191;lclc-n191-LKP_Riga_committee-5000-[…1936-10-29].txt;LKP Rīgas komitejas lapiņa sakarā ar naudas devalvāciju Latvijā, ar aicinājumu strādniekiem cīnīties pret darba algas pazemināšanu;LKP Rīgas komiteja;[…1936-10-29];5000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;391;2865;2471;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 413–414.
203;192;192;lclc-n192-LDJS_CK-4000-[…1936-10-29].txt;No LDJS CK aicinājuma darbaļaudīm un darba jaunatnei apvienoties cīņai pret kara gatavotājiem, pret fašismu;LDJS CK;[…1936-10-29];4000;unk;typographic;Latvian;Latvian;False;;TRUE;text;703;5216;4501;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 415–417.
204;193;193;lclc-n193-LKP_Secretariat-10000-1936-10.txt;LKP pagaidu sekretariāta uzsaukums darbaļaudīm apvienoties solidaritātes kustībā par Spānijas tautas uzvaru cīņā pret fašismu;LKP sekretariāts;1936-10;10000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;531;4056;3525;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 417–419.
205;194;194a;lclc-n194a-LKP_Secretariat-10000-1936-11.txt;No LKP sekretariāta uzsaukuma darbaļaudīm apvienoties pretfašisma cīņas frontē fašistiskās diktatūras gāšanai Latvijā;LKP sekretariāts;1936-11;10000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text_variant;1331;10098;8759;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 419–423.
206;194;194b;lclc-n194b-LKP_Secretariat-unk-1937-01.txt;No LKP sekretariāta uzsaukuma darbaļaudīm apvienoties pretfašisma cīņas frontē fašistiskās diktatūras gāšanai Latvijā;LKP sekretariāts;1937-01;unk;unk;unk;Latvian;Latvian;False;;TRUE;text_variant;1331;10098;8759;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 419–423.
207;195;195;lclc-n195-SP_Daugavpils_city_committee-200-1936-11.txt;Latvijas Sarkanās Palīdzības Daugavpils pilsētas komitejas uzsaukums Latvijas iedzīvotājiem atbalstīt palīdzības kampaņu politieslodzītajiem;Latvijas Sarkanās Palīdzības Daugavpils pilsētas komiteja;1936-11;200;Sarkanās Palīdzības tipogrāfija;shapirograph;Russian;Latvian;True;;TRUE;text;201;1554;1352;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 423–424.
208;196;196;lclc-n196-LKP_Secretariat_LSSZP_CK_LDJS_CK-10000-[…1937-04-19].txt;LKP sekretariāta, LDJS CK un LSSZP CK uzsaukums darbaļaudīm atbalstīt Spānijas tautu cīņā pret fašismu;LKP sekretariāts, LSSZP CK un LDJS CK;[…1937-04-19];10000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;879;6389;5508;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 427–429.
209;197;197;lclc-n197-LDJS_CK-10000-[…1937-04-22].txt;LDJS CK Pirmā Maija aicinājums Latvijas jaunatnei uz aktīvu pretfašisma cīņu;LDJS CK;[…1937-04-22];10000;Brīvā Jaunatne;typographic;Latvian;Latvian;False;;TRUE;text;989;7415;6412;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 430–433.
210;198;198;lclc-n198-LKP_Secretariat-10000-[…1937-04-27].txt;LKP sekretariāta Pirmā Maija aicinājums darbaļaudīm demonstrēt savu solidaritāti ar Padomju Savienību un Spānijas demokrātisko republiku, apvienoties cīņai par fašistiskās diktatūras gāšanu Latvijā;LKP sekretariāts;[…1937-04-27];10000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;704;5401;4690;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 433–435.
211;199;199a;lclc-n199a-LKP_Secretariat_LSSZP_CK-4000-1937-06.txt;LKP sekretariāta un LSSZP CK uzsaukums darbaļaudīm cīnīties par fašistiskās diktatūras gāšanu Latvijā;LKP sekretariāts un LSSZP CK;1937-06;4000;Kolomans Vallišs;typographic;Latvian;Latvian;False;;TRUE;text_variant;1046;7429;6366;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 435–438.
212;199;199b;lclc-n199b-LKP_Presidium_LSSZP_CK-4000-1937-06.txt;LKP prezidija un LSSZP CK uzsaukums darbaļaudīm cīnīties par fašistiskās diktatūras gāšanu Latvijā;LKP prezidijs un LSSZP CK;1937-06;4000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text_variant;1046;7426;6363;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 435–438.
213;200;200;lclc-n200-Port_workers_unit_committee-unk-[…1937-06-25].txt;Ostas strādnieku vienības komitejas aicinājums Latvijas ostu strādniekiem uz organizētu cīņu par algas paaugstināšanu;Ostu strādnieku vienības komiteja;[…1937-06-25];unk;unk;rotator;Latvian;Latvian;False;;TRUE;text;718;5291;4558;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 438–441.
214;201;201a;lclc-n201a-LDJS_Latgale_regional_committee-2000-1937-06.txt;LDJS Latgales apgabala komitejas aicinājums Latgales darba jaunatnei stāties Latvijas Darba jaunatnes savienībā cīņai pret fašistisko režīmu Latvijā;LDJS Latgales apgabala komiteja;1937-06;2000;Antifašists;rotator;Russian;Latvian;True;;TRUE;text_variant;476;3667;3180;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 441–442.
215;201;201b;lclc-n201b-LDJS_Latgale_regional_committee-2000-1937-07.txt;LDJS Latgales apgabala komitejas aicinājums Latgales darba jaunatnei stāties Latvijas Darba jaunatnes savienībā cīņai pret fašistisko režīmu Latvijā;LDJS Latgales apgabala komiteja;1937-07;2000;Antifašists;rotator;Russian;Latvian;True;;TRUE;text_variant;476;3667;3180;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 441–442.
216;202;202a;lclc-n202a-LKP_Secretariat_LSSZP_CK-4000-[…1937-07-23].txt;LKP sekretariāta un LSSZP CK aicinājums darbaļaudīm boikotēt fašistu rīkotos «strādnieku svētkus»;LKP sekretariāts un LSSZP CK;[…1937-07-23];4000;Kolomans Vallišs;rotator;Latvian;Latvian;False;;TRUE;text_variant;841;6123;5269;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 443–445.
217;202;202b;lclc-n202b-LKP_Secretariat_LSSZP_CK-4000-[…1937-07-23].txt;LKP sekretariāta un LSSZP CK aicinājums darbaļaudīm boikotēt fašistu rīkotos «strādnieku svētkus»;LKP sekretariāts un LSSZP CK;[…1937-07-23];4000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text_variant;841;6123;5269;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 443–445.
218;203;203;lclc-n203-LDJS_CK-5000-1937-07-23.txt;LDJS CK uzsaukums strādniekiem un darba jaunatnei boikotēt fašistiskās valdības rīkotos «strādnieku svētkus»;LDJS CK;1937-07-23;5000;DJS spiestuve;typographic;Latvian;Latvian;False;;TRUE;text;352;2333;1977;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 445–446.
219;204;204;lclc-n204-LKP_Zemgale_org_Jelgava_district_committee-15000-1937-08-01.txt;LKP Jelgavas rajona komitejas lapiņa Starptautiskajā pretkara dienā, ar aicinājumu Zemgales darbaļaudīm cīnīties pret karā briesmām;LKP Zemgales apgabala Jelgavas rajona komiteja;1937-08-01;15000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;478;3704;3212;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 446–448.
220;205;205;lclc-n205-LDJS_Daugavpils_org_I_district_committee-200-1937-09.txt;LDJS Daugavpils organizācijas I rajona komitejas uzsaukums kurpniekiem turpināt darbību fašizētajās arodbiedrībās, cīnīties par tarifa paaugstināšanu, par sava stāvokļa uzlabošanu;LDJS Daugavpils organizācijas I rajona komiteja;1937-09;200;Antifašists;rotator;Russian;Latvian;True;;TRUE;text;468;3444;2967;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 448–450.
221;206;206;lclc-n206-LDJS_Riga_org_II_district_committee-unk-[…1937-10-08].txt;LDJS Rīgas pilsētas organizācijas II rajona komitejas uzsaukums «Kurzemes manufaktūras» strādniekiem un darba jaunatnei uzstāties par darba algas paaugstināšanu un darba laika grozīšanu;LDJS Rīgas pilsētas organizācijas II rajona komiteja;[…1937-10-08];unk;unk;shapirograph;Latvian;Latvian;False;;TRUE;text;538;3844;3291;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 450–451.
222;207;207;lclc-n207-LKP_Riga_committee-5000-1937-10.txt;No LKP Rīgas komitejas aicinājuma darbaļaudīm apvienoties antifašistiskā tautas frontē cīņai pret karu un fašismu, par sociālisma uzvaru visā pasaulē;LKP Rīgas komiteja;1937-10;5000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;361;2690;2317;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 452–453.
223;208;208a;lclc-n208a-LDJS-unk-1937-10.txt;LDJS lapiņa Lielās Oktobra sociālistiskās revolūcijas 20. gadadienā;LDJS;1937-10;unk;unk;rotator;Russian;Latvian;True;;TRUE;text_variant;244;1967;1714;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 453–454.
224;208;208b;lclc-n208b-LDJS-1000-1937-10.txt;LDJS lapiņa Lielās Oktobra sociālistiskās revolūcijas 20. gadadienā;LDJS;1937-10;1000;Antifašists;typographic;Russian;Latvian;True;;TRUE;text_variant;244;1968;1714;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 453–454.
225;209;209;lclc-n209-LKP_Zemgale_org_Jelgava_district_committee-5000-[…1937-11-07].txt;LKP Zemgales apgabala Jelgavas rajona komitejas lapiņa Lielās Oktobra sociālistiskās revolūcijas 20. gadadiena, ar aicinājumu strādniekiem un darba zemniekiem sakļauties ap Komunistisko partiju cīņai par Padomju Latviju;LKP Zemgales apgabala Jelgavas rajona komiteja;[…1937-11-07];5000;Spartaks;shapirograph;Russian;Latvian;True;;TRUE;text;440;3325;2879;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 454–455.
226;210;210;lclc-n210-LKP_Zemgale_org_Jelgava_district_committee-5000-[…1937-11-07].txt;LKP Jelgavas rajona komitejas lapiņa Lielās Oktobra sociālistiskās revolūcijas 20. gadadienai;LKP Zemgales apgabala Jelgavas rajona komiteja;[…1937-11-07];5000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;416;2925;2501;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 456–457.
227;211;211;lclc-n211-LKP_Secretariat-10000-1938-01.txt;LKP sekretariāta uzsaukums darba tautai atbalstīt Spānijas un Ķīnas tautu atbrīvošanās cīņu;LKP sekretariāts;1938-01;10000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;1076;8014;6935;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 461–464.
228;212;212;lclc-n212-Shoemakers_unit_committee-1000-1938-01.txt;Apavstrādnieku vienības komitejas lapiņa ar ekonomiskām prasībām apavnieku stāvokļa uzlabošanai;Apavstrādnieku vienības komiteja;1938-01;1000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;602;4372;3746;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 464–466.
229;213;213;lclc-n213-LDJS_Latgale_regional_committee-5000-[1938-02-11…].txt;LDJS Latgales apgabala komitejas lapiņa, kas atmasko valdības jaunievesto likumu antidemokrātisko raksturu;LDJS Latgales apgabala komiteja;[1938-02-11…];5000;Antifašists;rotator;Russian;Latvian;True;;TRUE;text;408;3069;2645;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 466–468.
230;214;214;lclc-n214-LDJS_Daugavpils_org_I_district_committee-500-1938-02.txt;LDJS Daugavpils organizācijas I rajona komitejas uzsaukums darba jaunatnei organizēties cīņai pret fašismu, pret dzīves dārdzību;LDJS Daugavpils organizācijas I rajona komiteja;1938-02;500;unk;shapirograph;Russian;Latvian;True;;TRUE;text;433;3420;2977;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 468–469.
231;215;215;lclc-n215-LKP_Secretariat_LSSZP_CK_LDJS_CK-10000-[1938-03-11…].txt;No LKP sekretariāta, LSSZP CK un LDJS CK uzsaukuma darbaļaudīm dibināt vienotu antifašistisku fronti, lai nepieļautu Latvijas aneksiju;LKP sekretariāts, LSSZP CK un LDJS CK;[1938-03-11…];10000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;547;4179;3631;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 470–471.
232;216;216a;lclc-n216a-LKP_Secretariat_LSSZP_CK_LDJS_CK-10000-[…1938-04-23].txt;No LKP sekretariāta, LSSZP CK un LDJS CK Pirmā Maija uzsaukuma darbaļaudīm vienotā frontē cīnīties pret fašismu, par ekonomiskā un tiesiskā stāvokļa uzlabošanu;LKP sekretariāts, LSSZP CK un LDJS CK;[…1938-04-23];10000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text_variant;692;5282;4575;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 472–474.
233;216;216b;lclc-n216b-LDJS_II_district_committee-unk-[1938-04-20..1938-04-30].txt;No LKP sekretariāta, LSSZP CK un LDJS CK Pirmā Maija uzsaukuma darbaļaudīm vienotā frontē cīnīties pret fašismu, par ekonomiskā un tiesiskā stāvokļa uzlabošanu;LDJS II rajona komiteja;[1938-04-20..1938-04-30];unk;unk;rotator;Latvian;Latvian;False;teksts atšķiras no oriģināla (saīsināts variants), bet šīs atšķirības šajā tekstā nav atspoguļotas;TRUE;text_variant;679;5145;4450;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 472–474.
234;217;217;lclc-n217-LDJS_Latgale_regional_committee-10000-1938-04.txt;LDJS Latgales apgabala komitejas Pirmā Maija uzsaukums darbaļaudīm stiprināt tautas vienoto fronti cīņā pret karu;LDJS Latgales apgabala komiteja;1938-04;10000;Antifašists;rotator;Russian;Latvian;True;;TRUE;text;376;2743;2357;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 474–475.
235;218;218;lclc-n218-LDJS_Latgale_regional_committee-1000-[…1938-05-15].txt;LDJS Latgales apgabala komitejas lapiņa, kas atmasko fašistiskās Ulmaņa diktatūras 4 gadu valdīšanas sekas;LDJS Latgales apgabala komiteja;[…1938-05-15];1000;Antifašists;rotator;Russian;Latvian;True;;TRUE;text;506;3795;3256;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 476–477.
236;219;219a;lclc-n219a-LKP_Secretariat_LSSZP_CK_LDJS_CK-10000-[…1938-06-26].txt;No LKP sekretariāta, LSSZP CK un LDJS CK lapiņas par fašistiskās Ulmaņa kliķes gatavību atdot Latviju Hitleram, ar aicinājumu organizēt pretsparu fašistiskajiem spēkiem Latvijā;LKP sekretariāts, LSSZP CK un LDJS CK;[…1938-06-26];10000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text_variant;1827;13438;11594;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 478–483.
237;219;219b;lclc-n219b-LKP_Secretariat_LSSZP_CK_LDJS_CK-5000-1938-08.txt;No LKP sekretariāta, LSSZP CK un LDJS CK lapiņas par fašistiskās Ulmaņa kliķes gatavību atdot Latviju Hitleram, ar aicinājumu organizēt pretsparu fašistiskajiem spēkiem Latvijā;LKP sekretariāts, LSSZP CK un LDJS CK;1938-08;5000;unk;typographic;Latvian;Latvian;False;;TRUE;text_variant;1827;13438;11594;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 478–483.
238;220;220;lclc-n220-LKP_Latgale_regional_committee-2000-1938-09.txt;LKP Latgales apgabala komitejas lapiņa ar darba zemnieku ekonomiskām prasībām;LKP Latgales apgabala komiteja;1938-09;2000;Spartaks;rotator;Russian;Latvian;True;;TRUE;text;366;2634;2261;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 483–484.
239;221;221;lclc-n221-LKP_Latgale_org_LDJS_Latgale_org-5000-1938-09.txt;No LKP Latgales organizācijas un LDJS Latgales organizācijas aicinājuma darbaļaudīm gatavoties pretfašistiskās cīņas izvēršanai;LKP Latgales organizācija un LDJS Latgales organizācija;1938-09;5000;Antifašists;rotator;Russian;Latvian;True;;TRUE;text;404;2931;2517;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 485–486.
240;222;222;lclc-n222-LKP_Secretariat_LSSZP_CK_LDJS_CK-10000-[…1938-10-17].txt;LKP sekretariāta, LSSZP CK un LDJS CK uzsaukums darba tautai dibināt vienotu cīņas fronti sakarā ar fašistisko spēku aktivizēšanos;LKP sekretariāts, LSSZP CK un LDJS CK;[…1938-10-17];10000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;963;7452;6483;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 486–489.
241;223;223;lclc-n223-LKP_Latgale_org-500-1938-11.txt;LKP Latgales organizācijas lapiņa par fašistiskās Polijas iespējamo uzbrukumu Latgalei, ar aicinājumu organizēt spēkus pretestībai;LKP Latgales organizācija;1938-11;500;unk;rotator;Russian;Latvian;True;;TRUE;text;478;3588;3106;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 489–491.
242;224;224;lclc-n224-LKP_Secretariat_LSSZP_CK_LDJS_CK-10000-1939-01.txt;LKP sekretariāta, LSSZP CK un LDJS CK lapiņa par fašistiskās agresijas draudiem, ar aicinājumu Latvijas darba tautai kopot spēkus fašistiskā režīma gāšanai un cīņai par savstarpējas palīdzības pakta noslēgšanu ar Padomju Savienību;LKP sekretariāts, LSSZP CK un LDJS CK;1939-01;10000;Spartaks;typographic;Latvian;Latvian;False;;TRUE;text;1085;8123;7031;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 495–498.
243;225;225;lclc-n225-LKP_Maliena_regional_committee-unk-1939-01.txt;LKP Malienas apgabala komitejas uzsaukums mežstrādniekiem organizēti prasīt uzlabot dzīves un darba apstākļus;LKP Malienas apgabala komiteja;1939-01;unk;unk;shapirograph;Latvian;Latvian;False;;TRUE;text;191;1323;1127;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 498–499.
244;226;226;lclc-n226-LKP_CK_LSSZP_CK_LDJS_CK-5000-[1939-03-22…].txt;LKP CK, LSSZP CK un LDJS CK uzsaukums darbaļaudīm mobilizēt spēkus cīņai pret draudošo fašistiskās Vācijas iebrukumu Latvijā;LKP CK, LSSZP CK un LDJS CK;[1939-03-22…];5000;Spartaks;rotator;Latvian;Latvian;False;;TRUE;text;827;5970;5139;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 499–501.
